zip_code,total_population,total_population_male,total_population_female,median_age,under_18,age_18_and_over,age_65_and_over
02459,19182,9364,9818,45.5,4179,15003,4231
02460,9888,4656,5232,43,2118,7770,2099
02461,7049,3606,3443,44.7,1670,5379,1198
02462,1438,673,765,50.7,218,1220,388
02464,3440,1681,1759,41.8,534,2906,518
02465,11823,6020,5803,42,2695,9128,1974
02466,8859,4049,4810,35.5,1781,7078,1408
02467,21709,10371,11338,29.9,3887,17822,3517
02468,5589,2618,2971,47.1,1579,4010,1154
02472,35300,16840,18460,38.2,5184,30116,6196
02474,28167,13477,14690,38.5,6072,22095,4119
02476,17739,8233,9506,44.9,3716,14023,3504
02478,26964,12579,14385,42,6555,20409,4747
02481,17100,7303,9797,35.4,4762,12338,2344
02482,11004,5281,5723,46.2,2752,8252,2224
02492,21192,10015,11177,42.6,6115,15077,3692
02493,11759,5976,5783,45.6,2924,8835,2491
02494,10765,5162,5603,44.2,2688,8077,2137
02532,13092,5815,7277,54.9,2157,10935,4289
02534,1460,780,680,51.4,281,1179,401
02535,2269,1159,1110,53.8,307,1962,763
02536,20909,10351,10558,54.5,3056,17853,6094
02537,6408,3081,3327,50.1,1226,5182,1699
02538,4494,2183,2311,39.3,845,3649,758
02539,5159,2515,2644,50.2,870,4289,942
02540,8615,3793,4822,61,1038,7577,3612
02542,766,421,345,27.4,223,543,0
02543,801,342,459,68.5,0,801,486
02553,76,0,76,-,0,76,76
02554,13861,7609,6252,40.4,3201,10660,2156
02556,2375,1097,1278,49.3,483,1892,681
02557,1924,711,1213,51.5,343,1581,583
02558,1820,946,874,58.7,126,1694,575
02559,3205,1735,1470,62.1,201,3004,1325
02561,481,220,261,55.8,34,447,102
02562,3485,1602,1883,43.3,712,2773,589
02563,10168,4895,5273,53.7,1579,8589,3068
02564,180,113,67,62.5,10,170,84
02568,8547,4231,4316,45,1595,6952,2042
02571,10530,5065,5465,54.9,1265,9265,3246
02575,2606,1447,1159,49.3,552,2054,809
02576,4406,1934,2472,48.7,800,3606,1079
02584,24,0,24,-,0,24,0
02601,17178,8335,8843,39.7,3082,14096,2625
02630,1922,994,928,51,357,1565,563
02631,10176,5101,5075,56,1467,8709,3563
02632,11929,5939,5990,48.8,2027,9902,3355
02633,4667,2327,2340,66.2,405,4262,2425
02635,3007,1490,1517,57.4,252,2755,1094
02637,323,145,178,66.2,0,323,196
02638,3146,1487,1659,61.5,229,2917,1288
02639,3308,1746,1562,51.1,398,2910,856
02641,319,158,161,66.8,0,319,183
02642,5724,2588,3136,59.8,678,5046,2204
02643,0,0,0,-,0,0,0
02644,3838,1699,2139,50.6,632,3206,636
02645,10930,5231,5699,56.4,1481,9449,3555
02646,1950,937,1013,65.5,173,1777,1007
02647,159,61,98,46.7,49,110,42
02648,7774,3858,3916,50.1,1320,6454,1542
02649,15144,7058,8086,53.7,2369,12775,4690
02650,1024,452,572,62.8,118,906,507
02652,996,553,443,65,0,996,494
02653,6322,2839,3483,63.2,814,5508,2954
02655,3441,1587,1854,56.8,549,2892,1359
02657,3630,2275,1355,56.1,300,3330,1029
02659,916,429,487,59.8,120,796,290
02660,6604,3211,3393,58,646,5958,2548
02663,462,243,219,60.4,67,395,71
02664,9282,4670,4612,58,890,8392,3493
02666,631,326,305,65.2,47,584,319
02667,3890,1838,2052,58.5,568,3322,1325
02668,2465,1312,1153,40.8,574,1891,527
02670,1340,617,723,61.9,84,1256,606
02671,750,366,384,64.3,30,720,358
02672,28,28,0,-,0,28,0
02673,9246,4367,4879,45.1,1955,7291,2362
02675,7185,3280,3905,59.2,929,6256,2813
02702,4416,2138,2278,40.2,959,3457,746
02703,46356,22606,23750,39.7,10332,36024,7201
02713,32,22,10,63.5,0,32,14
02715,3620,1628,1992,49.7,683,2937,695
02717,4783,2306,2477,42.4,973,3810,875
02718,7213,3636,3577,40.7,1338,5875,917
02719,15899,7377,8522,48.7,2709,13190,3805
02720,30558,14854,15704,40.9,5233,25325,5238
02721,26807,13218,13589,38.2,5972,20835,4360
02723,17164,8750,8414,36.1,3928,13236,2136
02724,18445,8135,10310,40,3905,14540,2959
02725,2359,1325,1034,48.1,409,1950,420
02726,15907,7469,8438,46.4,3083,12824,4074
02738,5305,2672,2633,49.9,1021,4284,1370
02739,6511,3340,3171,57.3,999,5512,1976
02740,46623,23392,23231,36.8,10732,35891,7610
02743,10466,4978,5488,46.4,1932,8534,2240
02744,12465,6025,6440,34,3438,9027,1502
02745,25084,12655,12429,42.1,5042,20042,4483
02746,16286,8446,7840,30.9,4431,11855,2158
02747,21383,10567,10816,39,3148,18235,3259
02748,11431,5585,5846,50,1717,9714,3294
02760,29149,14136,15013,41.7,6417,22732,4376
02762,9814,4956,4858,44.1,1688,8126,1953
02763,1601,779,822,37,356,1245,363
02764,4463,2273,2190,38.2,905,3558,609
02766,19177,9525,9652,39.8,3545,15632,2935
02767,15432,7079,8353,40.8,3307,12125,3028
02769,12614,6553,6061,47,2388,10226,2312
02770,5564,2703,2861,43,1211,4353,1056
02771,15475,7849,7626,47,2976,12499,2638
02777,17158,8254,8904,44.9,3208,13950,3881
02779,6768,3570,3198,42.1,1460,5308,960
02780,51915,24829,27086,40.2,11129,40786,8064
02790,16431,8150,8281,50.5,2830,13601,3829
02791,371,231,140,64.4,21,350,155
02802,702,421,281,58.7,19,683,220
02804,2560,1174,1386,45.8,539,2021,349
02806,17121,8033,9088,42.9,4760,12361,2664
02807,962,479,483,53.5,135,827,337
02808,2328,1204,1124,41.4,494,1834,197
02809,22420,11040,11380,40.6,3128,19292,4623
02812,1038,633,405,52.6,158,880,305
02813,7998,4037,3961,53.1,1066,6932,2092
02814,7444,3726,3718,48.4,1503,5941,1224
02815,134,87,47,53.4,0,134,20
02816,33148,16017,17131,44.1,6121,27027,5972
02817,6535,3224,3311,43.6,1178,5357,1159
02818,19876,9391,10485,46,4305,15571,4129
02822,6241,3183,3058,38.8,1082,5159,1016
02823,17,8,9,-,0,17,17
02824,291,134,157,38.7,85,206,96
02825,5872,3039,2833,44.8,1162,4710,1031
02826,396,259,137,63.5,0,396,155
02827,2286,1214,1072,45.3,517,1769,409
02828,7263,3431,3832,51.6,1113,6150,2285
02829,82,43,39,17.9,43,39,0
02830,6766,3045,3721,45,1436,5330,1184
02831,3840,2042,1798,38.9,977,2863,666
02832,4887,2534,2353,39.6,1062,3825,741
02833,670,285,385,43.2,157,513,190
02835,5554,2835,2719,58.3,782,4772,1836
02836,87,76,11,55.8,0,87,20
02837,3622,1789,1833,59.3,454,3168,1302
02838,3468,1606,1862,36.9,821,2647,685
02839,1598,832,766,39.8,294,1304,234
02840,23847,11246,12601,39.8,3491,20356,5092
02841,1240,931,309,23.8,0,1240,0
02842,17009,8560,8449,44.3,3156,13853,3840
02852,23382,11248,12134,45.4,4153,19229,5100
02857,8031,4031,4000,49.1,1291,6740,1873
02858,286,149,137,34.7,59,227,50
02859,7295,4195,3100,38.1,1357,5938,1081
02860,47677,24505,23172,36.5,10611,37066,5950
02861,27527,13666,13861,38.1,5367,22160,3903
02863,22359,11847,10512,31.5,6301,16058,1909
02864,36142,16977,19165,45,7546,28596,6413
02865,18306,8760,9546,44,3934,14372,3894
02871,17748,8999,8749,48.4,3500,14248,4405
02872,98,42,56,70.5,0,98,55
02873,97,11,86,60,0,97,48
02874,6376,3063,3313,44,1348,5028,1168
02875,176,111,65,35.3,0,176,0
02876,659,255,404,59.2,91,568,270
02878,16324,7938,8386,48.3,2478,13846,3891
02879,22369,10851,11518,49,3705,18664,5990
02881,7177,3170,4007,19.8,295,6882,452
02882,13238,6118,7120,43.7,1286,11952,3221
02885,11117,5498,5619,50.8,1316,9801,2861
02886,30540,14582,15958,41.7,5488,25052,6368
02888,18443,9011,9432,45.2,3289,15154,3518
02889,28209,13794,14415,45.3,5035,23174,5987
02891,22026,11145,10881,52,3060,18966,5763
02892,5920,2761,3159,40.9,1696,4224,992
02893,30909,15892,15017,41.2,5286,25623,5647
02894,609,310,299,48.4,52,557,120
02895,43163,21134,22029,35.4,10063,33100,6263
02896,11449,5979,5470,47,2001,9448,2398
02898,1857,1019,838,45.7,229,1628,358
02903,12039,5032,7007,35.3,445,11594,2384
02904,31214,14227,16987,39,6874,24340,5954
02905,25674,11962,13712,34.6,5850,19824,3831
02906,26437,12811,13626,34.9,3642,22795,4338
02907,32697,16616,16081,32.4,8881,23816,3079
02908,39099,19480,19619,34.9,8137,30962,4338
02909,42629,20391,22238,30.8,11347,31282,4147
02910,23598,11868,11730,36.5,4624,18974,2880
02911,15866,7442,8424,38.1,2807,13059,2602
02912,4809,2425,2384,19.8,75,4734,0
02914,21742,10714,11028,41.5,3696,18046,4607
02915,16415,8224,8191,46.8,2418,13997,3573
02916,8855,4431,4424,41.7,1667,7188,1691
02917,14868,7282,7586,37.5,2363,12505,2568
02918,2960,1652,1308,20,7,2953,39
02919,29453,13987,15466,43.6,5473,23980,6194
02920,36907,18961,17946,41.2,7029,29878,6779
02921,12205,6105,6100,42.7,2114,10091,2364
03031,11814,5752,6062,46.2,2652,9162,2188
03032,5949,3492,2457,45.8,1155,4794,724
03033,5659,2811,2848,37.6,1613,4046,481
03034,4202,2177,2025,47,565,3637,803
03036,5237,2711,2526,46.2,988,4249,731
03037,4700,2251,2449,42.3,956,3744,764
03038,34506,16642,17864,39.3,7132,27374,4951
03042,7180,3855,3325,46.1,1297,5883,1436
03043,1444,693,751,50.9,352,1092,324
03044,4738,2350,2388,43.3,998,3740,766
03045,14165,6653,7512,45,2559,11606,2628
03046,3000,1506,1494,43.8,731,2269,501
03047,1784,872,912,48.9,338,1446,320
03048,3489,1864,1625,45.3,670,2819,619
03049,8429,4174,4255,48.3,1715,6714,1845
03051,25385,13141,12244,45.6,4556,20829,4750
03052,8484,4250,4234,41.8,2009,6475,1273
03053,25780,13073,12707,42,5435,20345,3779
03054,27139,13806,13333,41.7,6068,21071,4563
03055,16151,8093,8058,37.8,3651,12500,2350
03057,2607,1372,1235,43.8,551,2056,413
03060,31469,16133,15336,35.6,6019,25450,4016
03062,28866,14801,14065,42.9,5425,23441,5791
03063,15941,8156,7785,39.4,3105,12836,2519
03064,14667,7545,7122,43.4,2542,12125,2627
03070,6099,2972,3127,40.7,1537,4562,918
03071,5244,2679,2565,37.6,1455,3789,690
03076,14221,6942,7279,42.5,3165,11056,2202
03077,10773,5190,5583,42.6,2144,8629,1858
03079,30350,15434,14916,44.2,5134,25216,5794
03082,1606,894,712,48.9,239,1367,327
03084,1372,665,707,46.4,189,1183,208
03086,4116,2047,2069,46.5,730,3386,792
03087,15764,8216,7548,42.1,4261,11503,2542
03101,3228,1725,1503,36.5,290,2938,400
03102,33759,16758,17001,35.5,6051,27708,5000
03103,37093,18329,18764,36.2,7479,29614,4603
03104,34962,17656,17306,36.9,6118,28844,5454
03106,14654,7075,7579,39.2,2785,11869,2307
03109,10374,4998,5376,43.8,1665,8709,1713
03110,23385,11097,12288,44,5949,17436,4161
03215,248,114,134,59.4,27,221,93
03216,2041,996,1045,45.1,335,1706,556
03217,2239,1116,1123,32.3,583,1656,478
03218,1535,633,902,42.7,350,1185,269
03220,7454,3517,3937,47.2,1628,5826,1594
03221,2263,1202,1061,44,490,1773,412
03222,5894,3015,2879,49.2,1048,4846,1346
03223,3380,1527,1853,42.7,605,2775,406
03224,2343,1166,1177,47.8,395,1948,479
03225,3406,1601,1805,44.5,672,2734,698
03226,820,408,412,63.5,88,732,388
03227,1461,813,648,61.8,183,1278,625
03229,5925,2777,3148,45.1,1040,4885,1003
03230,1491,747,744,48.4,277,1214,316
03231,110,52,58,57,0,110,36
03233,209,118,91,65.5,0,209,128
03234,4846,2283,2563,45.6,1032,3814,992
03235,8827,3899,4928,44.6,1419,7408,1972
03237,2338,1181,1157,42.5,512,1826,374
03238,81,27,54,57.8,5,76,31
03240,1200,651,549,49.9,221,979,240
03241,1144,561,583,55.5,151,993,367
03242,6094,3259,2835,34,1012,5082,1206
03243,902,510,392,48.6,125,777,169
03244,7666,4152,3514,45,1307,6359,1441
03245,2125,900,1225,44.9,260,1865,632
03246,16943,8418,8525,43.8,3096,13847,3714
03249,7725,3749,3976,46.8,1524,6201,1556
03251,1474,829,645,48.2,274,1200,412
03253,6701,3400,3301,55.3,837,5864,2098
03254,4996,2593,2403,55.5,735,4261,1506
03255,1899,974,925,48.5,387,1512,392
03256,2591,1338,1253,51,332,2259,663
03257,4381,1922,2459,50.7,559,3822,1532
03258,2659,1399,1260,45.4,527,2132,442
03259,246,148,98,63.3,12,234,117
03260,995,450,545,52,169,826,224
03261,4632,2196,2436,43.5,748,3884,974
03262,1194,567,627,49,219,975,270
03263,4093,1906,2187,47.8,691,3402,927
03264,6917,3761,3156,33,864,6053,965
03266,1929,931,998,52.4,311,1618,540
03268,1507,846,661,51.8,279,1228,397
03269,2957,1581,1376,45.9,539,2418,664
03273,309,206,103,47.7,46,263,103
03275,12028,6281,5747,39.4,2696,9332,1449
03276,8811,4384,4427,44.8,1596,7215,1689
03278,3003,1409,1594,44.7,535,2468,678
03279,763,360,403,53.8,105,658,202
03280,1097,526,571,55.6,131,966,307
03281,9108,4454,4654,47.5,1941,7167,1133
03282,1083,622,461,47.3,219,864,305
03284,798,486,312,51.3,97,701,124
03285,2715,1503,1212,45.9,536,2179,531
03287,1502,708,794,46.9,273,1229,297
03290,5119,2548,2571,42.2,1120,3999,1008
03291,134,34,100,5.5,100,34,0
03293,57,30,27,45.9,3,54,21
03301,33986,17583,16403,40.3,5689,28297,6604
03303,16118,8280,7838,40.9,3318,12800,2591
03304,8235,4045,4190,41.7,2089,6146,1356
03307,5638,2777,2861,51.3,804,4834,1263
03431,24891,12155,12736,36.7,3585,21306,4693
03440,2900,1560,1340,43.6,692,2208,466
03441,357,172,185,44.4,91,266,92
03442,1515,851,664,36.9,337,1178,210
03443,303,201,102,61,0,303,151
03444,1686,788,898,51.4,320,1366,440
03445,687,344,343,44,113,574,129
03446,6535,3153,3382,50.9,1205,5330,1622
03447,2287,1203,1084,51.6,285,2002,536
03448,871,452,419,44.3,149,722,180
03449,1785,902,883,55.3,236,1549,573
03450,977,461,516,56.6,149,828,291
03451,3965,2090,1875,50.9,586,3379,1058
03452,5363,2738,2625,43.8,1325,4038,869
03455,2292,1024,1268,41.9,549,1743,396
03456,803,364,439,47.7,195,608,198
03457,773,372,401,50.6,166,607,194
03458,6864,3517,3347,51.6,1175,5689,1951
03461,6446,3165,3281,35.8,1173,5273,1277
03462,1532,885,647,44.2,350,1182,326
03464,927,446,481,51.4,153,774,198
03465,1889,950,939,39.6,393,1496,329
03466,1742,914,828,40.6,387,1355,408
03467,2042,890,1152,55.6,311,1731,670
03470,4925,2404,2521,42.8,1036,3889,920
03561,6021,2864,3157,43.9,991,5030,1346
03570,9485,5621,3864,44.2,1542,7943,1811
03574,2528,1109,1419,54.3,364,2164,619
03575,0,0,0,-,0,0,0
03576,2660,1414,1246,56.3,355,2305,782
03579,417,222,195,62.6,51,366,169
03580,1425,740,685,58.4,169,1256,535
03581,3285,1643,1642,53,393,2892,964
03582,2062,954,1108,49.8,399,1663,495
03583,972,465,507,58.7,133,839,336
03584,3440,1697,1743,45.6,717,2723,790
03585,2557,1314,1243,48.9,517,2040,567
03586,633,247,386,60.4,68,565,192
03588,1609,844,765,51.8,258,1351,380
03590,1193,699,494,49.9,197,996,283
03592,1023,563,460,60,70,953,422
03593,408,234,174,55,35,373,131
03595,795,381,414,57.8,81,714,255
03597,670,289,381,44.1,94,576,183
03598,3463,1638,1825,49.9,588,2875,857
03601,478,253,225,31.5,175,303,56
03602,2364,1160,1204,51.1,395,1969,599
03603,5218,2585,2633,49.6,1034,4184,1347
03604,0,0,0,-,0,0,0
03605,934,448,486,42.8,233,701,181
03607,320,129,191,41.9,42,278,75
03608,3093,1509,1584,41.5,792,2301,667
03609,558,290,268,37.4,134,424,104
03740,1077,567,510,53.6,191,886,314
03741,4164,2039,2125,45.8,672,3492,783
03743,13647,6853,6794,44.4,2647,11000,2853
03745,1914,947,967,54.3,290,1624,554
03748,4547,2353,2194,52.3,640,3907,1262
03750,1035,557,478,38.5,433,602,108
03751,374,220,154,70.3,8,366,191
03752,1077,457,620,50.5,230,847,301
03753,3407,1468,1939,52.3,758,2649,864
03755,10170,4993,5177,26.2,1138,9032,1794
03765,469,172,297,49.7,82,387,86
03766,10334,5098,5236,39.4,1607,8727,2117
03768,1684,836,848,50.7,332,1352,447
03770,638,330,308,27.4,187,451,35
03771,856,496,360,50.7,177,679,218
03773,7758,4089,3669,46.4,932,6826,1567
03774,1770,816,954,51.9,250,1520,660
03777,1313,702,611,48.7,198,1115,332
03779,849,439,410,42.6,225,624,158
03780,637,387,250,58.3,65,572,137
03781,1840,850,990,45.9,354,1486,483
03782,3074,1801,1273,49.3,406,2668,719
03784,4181,1894,2287,36.4,577,3604,1035
03785,2154,984,1170,42.4,423,1731,417
03801,23102,11288,11814,42.9,3451,19651,4752
03809,3617,1885,1732,47,679,2938,722
03810,2286,1009,1277,54.2,271,2015,607
03811,7154,3749,3405,53.2,998,6156,1722
03812,979,576,403,57.8,5,974,345
03813,3655,1923,1732,57.1,511,3144,1391
03814,2507,1378,1129,45.5,393,2114,415
03816,1469,755,714,47.2,320,1149,388
03817,882,382,500,33.6,293,589,154
03818,3751,1962,1789,41.6,552,3199,844
03819,4234,1998,2236,44.9,904,3330,591
03820,32925,16341,16584,37.2,5609,27316,5434
03823,2213,1027,1186,37.7,584,1629,225
03824,15073,7271,7802,20.7,1463,13610,1464
03825,9339,4764,4575,39,2135,7204,1318
03826,3022,1420,1602,39.6,672,2350,417
03827,3164,1644,1520,51.1,567,2597,759
03830,1350,771,579,58.5,162,1188,419
03832,355,179,176,59.9,30,325,147
03833,22543,10500,12043,46.2,4252,18291,4952
03835,6777,3120,3657,42.6,1336,5441,956
03836,1336,629,707,58.8,218,1118,484
03837,1622,898,724,46.9,309,1313,303
03838,1097,594,503,57.2,123,974,406
03839,3856,1950,1906,39.9,839,3017,457
03840,4052,2098,1954,46.9,874,3178,826
03841,6227,2961,3266,51.2,1177,5050,1441
03842,16123,7899,8224,53.7,2303,13820,4423
03844,2375,1275,1100,46.2,454,1921,493
03845,1078,527,551,61.5,46,1032,434
03846,1144,492,652,53.8,214,930,274
03847,192,125,67,76.5,0,192,133
03848,6226,3385,2841,50.6,975,5251,1374
03849,1360,504,856,43.9,312,1048,278
03850,130,63,67,60.3,0,130,42
03851,4195,2212,1983,42.6,928,3267,604
03852,314,152,162,49.4,28,286,81
03853,824,399,425,66,35,789,453
03854,904,486,418,57.4,175,729,327
03855,2711,1380,1331,43.9,496,2215,473
03856,1985,1129,856,45.1,368,1617,230
03857,9400,4921,4479,38.5,1575,7825,1524
03858,4808,2394,2414,47,804,4004,764
03860,4040,1964,2076,46.1,639,3401,1079
03861,4547,2212,2335,48.1,1028,3519,1050
03862,4552,2221,2331,51.1,907,3645,1161
03864,1934,1096,838,59.1,165,1769,768
03865,7843,3754,4089,42.3,1637,6206,1327
03867,22349,11217,11132,44.2,4130,18219,4278
03868,6368,3284,3084,43.3,1403,4965,1296
03869,2427,950,1477,37.8,374,2053,411
03870,5170,2637,2533,55.4,891,4279,1554
03871,356,165,191,63.6,21,335,158
03872,4020,2107,1913,49.6,775,3245,862
03873,6536,3086,3450,38.8,1544,4992,740
03874,8614,4432,4182,50.4,1225,7389,2452
03875,1236,779,457,47.4,291,945,256
03878,12088,6132,5956,38.2,2154,9934,1794
03882,1760,771,989,39.1,389,1371,310
03883,583,297,286,32.6,165,418,35
03884,4261,2012,2249,51.1,774,3487,898
03885,7715,3611,4104,41.5,1758,5957,1416
03886,1278,613,665,46,225,1053,352
03887,1954,1007,947,38.7,349,1605,268
03890,51,14,37,35.6,18,33,9
03894,6528,3001,3527,56.7,843,5685,2259
03897,5,3,2,-,0,5,3
03901,7991,3858,4133,40.9,1951,6040,1451
03902,2607,1408,1199,43.9,677,1930,532
03903,6848,3469,3379,50.1,1154,5694,1729
03904,8113,3763,4350,51.5,927,7186,2214
03905,1990,930,1060,48.6,258,1732,495
03906,5003,2268,2735,45.9,1048,3955,1140
03907,1257,641,616,64.9,106,1151,625
03908,7521,3760,3761,40.5,1825,5696,1093
03909,10811,5113,5698,51.5,2079,8732,3001
03910,0,0,0,-,0,0,0
03911,315,157,158,60.8,0,315,155
04001,2671,1510,1161,53.4,349,2322,661
04002,7618,3943,3675,51.5,921,6697,1772
04003,123,68,55,61.8,8,115,51
04005,24590,12338,12252,37.2,3844,20746,4136
04006,75,39,36,70.6,0,75,58
04008,3083,1526,1557,46.2,607,2476,496
04009,5366,2693,2673,48,667,4699,1417
04010,1741,820,921,39.8,472,1269,316
04011,21691,10626,11065,41.3,4018,17673,4828
04015,3657,1754,1903,51.1,522,3135,925
04017,597,289,308,55.6,117,480,237
04019,55,16,39,67.6,0,55,32
04020,1881,1031,850,41.1,343,1538,329
04021,6633,3249,3384,39.4,1815,4818,950
04022,1131,550,581,51.6,178,953,268
04024,432,208,224,53.5,78,354,142
04027,6499,3048,3451,38.7,1672,4827,726
04029,2011,1215,796,38.5,351,1660,346
04030,2473,1070,1403,34.6,520,1953,380
04032,8700,4105,4595,47.5,1776,6924,2153
04037,3820,1883,1937,47.5,797,3023,863
04038,17999,8408,9591,36.5,4122,13877,2694
04039,7893,4056,3837,41.2,1510,6383,1378
04040,3044,1530,1514,53.9,427,2617,815
04041,1644,745,899,38.9,373,1271,230
04042,4766,2369,2397,46.8,827,3939,685
04043,11566,5649,5917,54.9,2012,9554,3721
04046,7965,3866,4099,50.2,1304,6661,1911
04047,1720,863,857,44,436,1284,279
04048,3244,1731,1513,39.9,619,2625,574
04049,3920,2021,1899,47.8,545,3375,856
04050,282,121,161,44.1,64,218,71
04051,1436,671,765,52.2,179,1257,308
04055,3928,2260,1668,51.2,689,3239,986
04056,106,48,58,61.2,17,89,13
04057,105,105,0,20.1,5,100,0
04061,2909,1640,1269,34.5,885,2024,130
04062,18648,9614,9034,41.8,3329,15319,2936
04063,617,246,371,69.3,0,617,440
04064,8423,4139,4284,55.8,614,7809,2264
04066,644,267,377,62.5,24,620,262
04068,1497,756,741,47.2,260,1237,355
04069,1600,796,804,43.5,359,1241,338
04071,4958,2437,2521,47.5,885,4073,1181
04072,20446,10006,10440,43.2,3598,16848,3520
04073,17389,8213,9176,39,4101,13288,3014
04074,22098,10665,11433,47.3,3986,18112,5059
04076,2926,1492,1434,42.9,668,2258,538
04079,4250,1932,2318,60.7,534,3716,1585
04083,4597,2316,2281,41.6,1055,3542,947
04084,7345,3630,3715,41.2,1038,6307,1466
04085,3107,1320,1787,41.5,933,2174,268
04086,9566,4491,5075,47.4,1783,7783,2284
04087,2597,1189,1408,46.1,599,1998,519
04088,1127,589,538,53.5,123,1004,330
04090,11365,5464,5901,50.9,2112,9253,3330
04091,740,390,350,48.4,95,645,138
04092,20339,9813,10526,37.7,3356,16983,3617
04093,8408,4185,4223,44.7,1422,6986,1535
04095,1464,859,605,49.1,213,1251,344
04096,8984,4256,4728,41.3,2366,6618,1439
04097,4106,2102,2004,47.8,924,3182,609
04101,17832,9088,8744,36.7,1367,16465,2861
04102,17501,8505,8996,36.7,2635,14866,2343
04103,31892,14974,16918,37.9,6102,25790,5872
04105,12436,6060,6376,47.5,3138,9298,2808
04106,26873,12896,13977,41.3,4227,22646,5448
04107,9519,4488,5031,48.6,2214,7305,2319
04108,859,392,467,59.3,57,802,287
04109,141,80,61,71.5,3,138,109
04110,1810,908,902,47.5,449,1361,393
04210,24038,11538,12500,39.4,5053,18985,4486
04216,622,266,356,54.9,85,537,195
04217,3364,1782,1582,47.7,605,2759,826
04219,1269,677,592,49.4,244,1025,328
04220,3445,1696,1749,39.6,777,2668,547
04221,1075,546,529,39.9,255,820,235
04222,4176,1917,2259,38.4,910,3266,555
04224,2872,1364,1508,45.8,422,2450,503
04226,81,39,42,58.4,0,81,34
04227,45,26,19,58,4,41,9
04231,282,128,154,57.9,28,254,111
04234,0,0,0,-,0,0,0
04236,4377,2281,2096,43.2,850,3527,812
04237,234,147,87,52.7,44,190,37
04238,1260,662,598,42.2,244,1016,155
04239,4637,2402,2235,40.5,622,4015,763
04240,37577,18508,19069,39.5,7513,30064,6971
04250,4698,2459,2239,36.9,1241,3457,599
04252,4971,2482,2489,40.8,1105,3866,837
04253,1873,896,977,47.2,399,1474,352
04254,3061,1614,1447,38.4,803,2258,537
04255,687,363,324,51.2,50,637,177
04256,3094,1538,1556,35.8,919,2175,432
04257,2758,1340,1418,48,450,2308,630
04258,2760,1286,1474,49.7,483,2277,564
04259,3410,1827,1583,46.3,615,2795,566
04260,5705,3018,2687,43.7,1248,4457,810
04261,311,171,140,60.6,31,280,130
04263,2267,1139,1128,37.7,661,1606,318
04265,697,410,287,44.6,147,550,109
04267,36,22,14,60.4,4,32,14
04268,5113,2460,2653,49.5,897,4216,1225
04270,6127,3173,2954,46.7,1055,5072,1229
04271,0,0,0,-,0,0,0
04274,5883,3002,2881,46,1291,4592,1137
04275,746,410,336,56.6,103,643,154
04276,5871,3080,2791,51.6,819,5052,1402
04280,6935,3393,3542,43.1,1369,5566,1172
04281,5226,2606,2620,45.5,1070,4156,1562
04282,5822,2802,3020,48.3,1035,4787,1495
04284,1069,497,572,48.1,176,893,298
04285,398,236,162,64.2,48,350,182
04286,0,0,0,-,0,0,0
04287,3158,1606,1552,44.9,631,2527,561
04289,1980,1022,958,47.9,342,1638,498
04290,1620,814,806,49.4,253,1367,324
04292,1000,502,498,47.7,204,796,231
04294,3949,1888,2061,41.4,1020,2929,739
04330,26394,12617,13777,44.3,4842,21552,5720
04341,38,11,27,85.9,0,38,38
04342,1814,883,931,47.3,384,1430,313
04344,2988,1446,1542,40.9,714,2274,602
04345,12282,5973,6309,43.9,2219,10063,2418
04346,1522,730,792,50.2,272,1250,463
04347,2558,1217,1341,49.5,321,2237,776
04348,3508,1950,1558,37.1,895,2613,693
04349,1302,595,707,60.4,181,1121,548
04350,3605,1839,1766,48.3,560,3045,762
04351,2387,1155,1232,47.4,486,1901,457
04352,1618,802,816,48.7,343,1275,398
04353,2269,1106,1163,45,490,1779,459
04354,1447,653,794,44.7,289,1158,263
04355,2616,1413,1203,45,549,2067,480
04357,3536,1876,1660,36.4,831,2705,562
04358,4434,2196,2238,40.4,910,3524,574
04359,326,223,103,56.3,1,325,69
04360,642,357,285,38.5,152,490,96
04363,2643,1242,1401,44,528,2115,364
04364,6138,3066,3072,41.8,1516,4622,1162
