zip_code,total_population,total_population_male,total_population_female,median_age,under_18,age_18_and_over,age_65_and_over
95358,31268,16845,14423,30.4,9795,21473,3162
95360,13781,6247,7534,34.9,3465,10316,1498
95361,35107,17887,17220,39.7,8779,26328,5739
95363,29784,15477,14307,32.4,8890,20894,2858
95364,0,0,0,-,0,0,0
95365,3882,2116,1766,33.2,1144,2738,429
95366,18500,9514,8986,39.9,4680,13820,3050
95367,25162,12387,12775,33.8,7525,17637,2862
95368,14849,7712,7137,31.9,3081,11768,1665
95369,778,487,291,47.2,145,633,116
95370,28548,13524,15024,49.6,5179,23369,8245
95372,1639,909,730,34.4,405,1234,118
95374,1581,858,723,38.8,421,1160,208
95375,64,3,61,75.3,0,64,49
95376,55038,27441,27597,32.4,14639,40399,5682
95377,35001,18157,16844,37.2,9314,25687,3312
95379,3828,1880,1948,50.6,799,3029,1081
95380,44204,21550,22654,32.3,12005,32199,5404
95382,38727,18797,19930,36.3,9660,29067,6380
95383,3415,2025,1390,54.1,461,2954,1164
95385,531,243,288,29.8,137,394,55
95386,10387,5659,4728,33.1,2864,7523,957
95387,1215,708,507,27.4,483,732,126
95388,13518,7344,6174,29.6,4262,9256,1520
95389,1963,1332,631,34.2,52,1911,156
95391,23696,12129,11567,34.3,7362,16334,1886
95401,36905,18280,18625,39.2,7006,29899,6126
95403,44677,22142,22535,39.1,9968,34709,7345
95404,37437,18475,18962,42.6,7256,30181,7364
95405,23748,11530,12218,43.6,4297,19451,5301
95407,42138,21151,20987,34,10890,31248,4340
95409,26158,12509,13649,53,4192,21966,8952
95410,797,406,391,60.3,34,763,284
95412,271,107,164,41,69,202,105
95415,1383,621,762,40,413,970,343
95417,211,76,135,35.3,82,129,28
95419,169,158,11,60.5,0,169,48
95420,351,135,216,38,100,251,123
95421,1679,858,821,54.7,223,1456,521
95422,16998,8372,8626,38.9,4438,12560,3028
95423,3322,1630,1692,57.1,507,2815,1153
95425,11331,5665,5666,42.9,2190,9141,2516
95426,1178,713,465,56,211,967,320
95427,589,287,302,55.4,55,534,186
95428,2775,1525,1250,40.3,683,2092,489
95429,118,112,6,66,0,118,85
95430,0,0,0,-,0,0,0
95431,76,57,19,45.7,4,72,12
95432,614,234,380,62.7,17,597,263
95435,347,227,120,19.6,144,203,0
95436,6008,3107,2901,41.1,1275,4733,1187
95437,14865,7208,7657,50.1,2887,11978,4229
95439,782,391,391,57.1,173,609,256
95441,1819,1018,801,54.3,243,1576,540
95442,2592,1378,1214,57.8,237,2355,503
95443,190,111,79,9.4,113,77,0
95444,516,174,342,58.2,46,470,130
95445,2012,980,1032,58.7,339,1673,716
95446,4709,2657,2052,54.3,368,4341,1399
95448,16745,8081,8664,48.7,2475,14270,4576
95449,1785,1041,744,38.8,326,1459,307
95450,272,130,142,58.4,42,230,93
95451,12957,6406,6551,44.1,2583,10374,3095
95452,1240,586,654,37,134,1106,285
95453,11254,5641,5613,48.1,2186,9068,2816
95454,1714,884,830,57.6,218,1496,612
95456,775,378,397,55.8,167,608,318
95457,3252,1391,1861,56.5,615,2637,942
95458,3303,1671,1632,38.8,520,2783,636
95459,853,466,387,44.3,188,665,178
95460,2349,1212,1137,60.2,249,2100,945
95461,3909,1935,1974,46.6,767,3142,930
95462,1091,572,519,60.7,99,992,354
95463,88,37,51,29.8,4,84,0
95464,2466,1485,981,39.6,594,1872,546
95465,1251,569,682,47.5,173,1078,397
95466,880,510,370,40.4,115,765,227
95467,5795,2985,2810,43.5,1357,4438,1654
95468,1822,890,932,50.3,362,1460,598
95469,1323,628,695,56.6,223,1100,365
95470,6068,3323,2745,38.3,1376,4692,963
95471,780,361,419,54.5,163,617,272
95472,28443,13709,14734,51.4,4545,23898,8427
95476,36386,17426,18960,52,5861,30525,10883
95480,6,3,3,34.5,3,3,1
95482,34183,16735,17448,39.1,8413,25770,5970
95485,2909,1491,1418,48.3,476,2433,640
95486,27,27,0,-,0,27,0
95488,366,115,251,63,21,345,105
95490,14360,6915,7445,40.9,2865,11495,3639
95492,28096,14069,14027,42,6477,21619,4349
95493,144,86,58,54.3,0,144,41
95494,151,96,55,59.8,0,151,31
95497,1224,629,595,67.9,72,1152,774
95501,23706,12066,11640,40.1,4519,19187,3811
95503,24072,11583,12489,45.7,4418,19654,5948
95511,102,45,57,68.8,0,102,77
95514,117,59,58,48.6,33,84,52
95519,18781,9303,9478,39.4,4125,14656,3322
95521,21712,11103,10609,28,2924,18788,2789
95524,1700,937,763,47,335,1365,410
95525,1358,730,628,56.7,148,1210,377
95526,638,318,320,41.7,133,505,113
95527,701,318,383,45.1,246,455,174
95528,1555,783,772,48.1,323,1232,415
95531,23029,12525,10504,38.8,5012,18017,3945
95536,3258,1634,1624,48.9,594,2664,902
95537,629,231,398,27.4,0,629,56
95538,1022,523,499,62.5,119,903,438
95540,14415,6975,7440,39.1,3050,11365,2453
95542,2862,1387,1475,45.8,454,2408,673
95543,376,243,133,61.6,25,351,133
95545,492,288,204,41.9,54,438,68
95546,2666,1148,1518,34.3,706,1960,506
95547,1121,624,497,57,162,959,262
95548,1034,545,489,51.6,232,802,290
95549,1140,561,579,36.1,270,870,159
95550,213,142,71,28.9,22,191,33
95551,1789,978,811,34.9,255,1534,233
95552,423,273,150,65,8,415,211
95553,1037,566,471,34.9,265,772,280
95554,313,181,132,38.2,41,272,106
95555,370,192,178,35.5,60,310,84
95556,692,224,468,41.1,283,409,104
95558,246,119,127,64.5,27,219,119
95559,0,0,0,-,0,0,0
95560,1337,567,770,42.7,253,1084,312
95562,3396,1767,1629,33.2,974,2422,588
95563,911,625,286,56,84,827,411
95564,564,293,271,39.3,96,468,84
95565,860,424,436,39.2,195,665,96
95567,2001,973,1028,39.6,410,1591,455
95568,224,172,52,36,19,205,24
95569,91,56,35,62.1,0,91,36
95570,2523,1103,1420,47.6,478,2045,550
95571,30,30,0,27.3,0,30,0
95573,1417,819,598,55.1,257,1160,305
95585,545,224,321,55.6,59,486,169
95587,0,0,0,-,0,0,0
95589,1153,591,562,48,210,943,402
95595,143,99,44,56.7,24,119,16
95601,352,124,228,43.7,29,323,104
95602,18610,9698,8912,54.2,2669,15941,5851
95603,28366,13514,14852,48.4,4935,23431,7163
95604,34,23,11,30.5,0,34,0
95605,14291,7141,7150,32.6,3461,10830,1604
95606,185,92,93,68.5,10,175,105
95607,235,106,129,68.7,0,235,136
95608,63715,30995,32720,42.8,12148,51567,13808
95610,46219,22484,23735,36.8,9428,36791,7717
95612,1462,721,741,44.5,306,1156,326
95613,0,0,0,-,0,0,0
95614,4479,2131,2348,53.7,857,3622,1107
95615,1147,608,539,48.8,214,933,250
95616,52090,24347,27743,23.3,5409,46681,6347
95618,26946,13114,13832,30.9,5101,21845,3440
95619,6414,3383,3031,39.8,1581,4833,1149
95620,22004,11087,10917,34.5,5713,16291,2904
95621,42089,20523,21566,39.4,8446,33643,7563
95623,4488,2355,2133,48.3,709,3779,928
95624,67915,33327,34588,38.1,17597,50318,9140
95625,88,47,41,28.5,0,88,0
95626,5845,2993,2852,44.6,1117,4728,932
95627,4137,2128,2009,30.9,1429,2708,539
95628,44256,21801,22455,43,8601,35655,9507
95629,747,459,288,62.3,61,686,275
95630,76599,36815,39784,40,18900,57699,10665
95631,6244,3240,3004,46.9,1392,4852,1378
95632,31217,16124,15093,39,7230,23987,4656
95633,3305,1663,1642,44.5,791,2514,765
95634,3878,2152,1726,59.3,509,3369,1497
95635,948,293,655,56,71,877,219
95636,1374,620,754,44.3,392,982,247
95637,276,137,139,48.1,25,251,83
95638,2246,1054,1192,50.6,325,1921,574
95639,314,127,187,45.2,46,268,19
95640,12518,7584,4934,43.7,2058,10460,2303
95641,1517,707,810,53.8,219,1298,478
95642,7152,3693,3459,51,1062,6090,2207
95645,1162,497,665,39.9,283,879,184
95646,249,175,74,26.6,85,164,23
95648,55350,26700,28650,44.6,12647,42703,15036
95650,14098,7591,6507,46.9,2665,11433,2976
95651,738,370,368,45.7,166,572,69
95652,1193,560,633,20.9,431,762,27
95653,455,177,278,57.6,1,454,191
95655,4954,2285,2669,33.6,1540,3414,510
95658,5974,3085,2889,51,1070,4904,1684
95659,790,397,393,36.1,201,589,120
95660,35458,18526,16932,32.9,9888,25570,4051
95661,32827,15303,17524,42.2,6632,26195,6686
95662,32436,15943,16493,42.1,6883,25553,6671
95663,2659,1200,1459,50.6,430,2229,569
95664,1133,586,547,61.6,166,967,364
95665,4693,2149,2544,53.5,828,3865,1468
95666,5885,3364,2521,56.1,686,5199,1916
95667,36084,17588,18496,49.7,6425,29659,9513
95668,507,259,248,53.7,80,427,152
95669,2514,1332,1182,47.2,367,2147,595
95670,59449,28841,30608,37,14066,45383,8891
95671,4478,4023,455,39.6,0,4478,134
95672,5744,2712,3032,49.6,1034,4710,1310
95673,16665,7945,8720,36.6,3938,12727,2133
95674,859,443,416,42,256,603,195
95675,487,264,223,37.7,108,379,133
95676,113,58,55,30.6,32,81,3
95677,28591,14242,14349,37.7,6753,21838,4717
95678,45210,22099,23111,37.2,9489,35721,5689
95679,131,96,35,40.9,27,104,26
95680,9,0,9,-,0,9,9
95681,1370,709,661,28.4,452,918,102
95682,29750,15153,14597,46.1,5926,23824,6982
95683,6330,2917,3413,55.2,1191,5139,2061
95684,2913,1493,1420,60.2,190,2723,936
95685,4703,2171,2532,53,764,3939,1634
95686,1194,624,570,34.5,319,875,135
95687,68996,36978,32018,37.2,14078,54918,10278
95688,40147,19606,20541,39,9919,30228,6598
95689,1498,857,641,50.9,272,1226,298
95690,1621,973,648,33,407,1214,344
95691,39961,19264,20697,35.2,10540,29421,4424
95692,4887,2304,2583,39.2,1282,3605,639
95693,7624,4083,3541,50,1322,6302,1642
95694,9600,4900,4700,39.9,2193,7407,1083
95695,39892,19595,20297,38,9105,30787,6879
95697,281,164,117,17.9,142,139,22
95698,196,100,96,60.7,29,167,85
95699,60,25,35,44.7,9,51,0
95701,1045,547,498,55.2,74,971,230
95703,1955,1071,884,55.2,109,1846,579
95709,6103,3007,3096,52.5,1054,5049,1506
95713,10280,5044,5236,45.9,2042,8238,2288
95714,411,200,211,48.6,72,339,87
95715,110,55,55,50.7,26,84,11
95717,129,67,62,46.9,20,109,33
95720,107,47,60,49.1,36,71,26
95721,0,0,0,-,0,0,0
95722,4829,2423,2406,55.8,751,4078,1549
95726,7974,4278,3696,47.8,1392,6582,1708
95728,549,302,247,48.2,120,429,82
95735,51,29,22,46.5,2,49,9
95736,131,59,72,34.1,0,131,14
95742,14883,7674,7209,36.9,4228,10655,1695
95746,22743,11092,11651,48,5264,17479,4816
95747,75681,37835,37846,40.5,18839,56842,14031
95757,53232,26105,27127,37.7,14596,38636,6248
95758,66153,32825,33328,39.3,16573,49580,9002
95762,45842,22484,23358,45.2,11486,34356,8978
95765,43059,21136,21923,37.1,11470,31589,5317
95776,26352,13552,12800,34.6,6570,19782,2804
95811,8456,4189,4267,32.4,558,7898,619
95814,12248,6915,5333,36,485,11763,2067
95815,26523,13709,12814,33.3,6669,19854,2632
95816,18334,8954,9380,34.6,1293,17041,2771
95817,14513,6728,7785,33.8,2204,12309,1723
95818,23062,11568,11494,40,4402,18660,3881
95819,19806,9851,9955,37.5,3368,16438,3366
95820,36024,17000,19024,35.3,7403,28621,4763
95821,37436,17803,19633,38.6,8265,29171,6341
95822,46413,22774,23639,37.3,10545,35868,7581
95823,82983,40440,42543,31.8,23542,59441,9641
95824,30556,15370,15186,32.3,8656,21900,3589
95825,37310,17699,19611,32.6,7896,29414,5630
95826,40205,18969,21236,33.9,8032,32173,5940
95827,21084,10071,11013,35.4,4839,16245,2617
95828,60850,30687,30163,35.6,14928,45922,8278
95829,31297,15756,15541,36.7,8263,23034,4031
95830,746,454,292,48.2,124,622,113
95831,44450,21308,23142,42.1,8743,35707,9959
95832,13116,6810,6306,30.9,3662,9454,1292
95833,40908,20398,20510,35.1,9396,31512,4300
95834,34892,16756,18136,34,8742,26150,3992
95835,40957,21029,19928,38.4,9839,31118,5538
95837,306,170,136,50.6,16,290,43
95838,41311,21134,20177,32.4,11497,29814,4145
95841,21542,10350,11192,34.6,4743,16799,2826
95842,34775,17369,17406,33,9755,25020,3724
95843,47195,23055,24140,35.7,12533,34662,5016
95864,25728,12230,13498,43.8,5846,19882,5487
95901,36119,18567,17552,34.4,9859,26260,4730
95903,1868,1128,740,22.9,432,1436,0
95910,148,99,49,57.4,0,148,23
95912,4908,2579,2329,35,1193,3715,562
95913,313,132,181,50.9,52,261,66
95914,450,269,181,54.6,72,378,174
95915,0,0,0,-,0,0,0
95916,965,521,444,54,149,816,338
95917,4091,2164,1927,30.7,1035,3056,530
95918,1807,864,943,64.4,226,1581,844
95919,1183,548,635,52.8,237,946,207
95920,164,92,72,35.7,27,137,38
95922,593,318,275,60.6,86,507,216
95923,43,31,12,78.3,0,43,27
95925,188,95,93,26.7,48,140,0
95926,42362,21431,20931,27.1,7415,34947,5943
95928,38412,18494,19918,33.5,5989,32423,5878
95929,0,0,0,-,0,0,0
95930,417,252,165,27.5,183,234,103
95932,7789,3954,3835,39.5,2086,5703,1477
95934,33,22,11,83.3,0,33,33
95935,465,283,182,53.6,43,422,176
95936,121,74,47,68.2,0,121,66
95937,1145,583,562,45,218,927,345
95938,4451,2377,2074,43.1,957,3494,960
95939,376,250,126,55.1,37,339,117
95941,396,272,124,34.1,85,311,44
95942,1786,943,843,49.8,391,1395,390
95943,670,403,267,41,139,531,118
95944,65,65,0,-,0,65,0
95945,27388,12882,14506,49.1,5055,22333,8091
95946,9049,4407,4642,57.5,1327,7722,3259
95947,1407,755,652,47.9,306,1101,417
95948,11456,5458,5998,35.5,3520,7936,1604
95949,21232,10572,10660,53.4,3101,18131,6190
95950,442,202,240,53.7,99,343,90
95951,2522,1205,1317,29.4,599,1923,304
95953,11201,5685,5516,35.6,3175,8026,1770
95954,10163,4892,5271,47.8,2033,8130,2356
95955,1413,753,660,35.9,354,1059,217
95956,458,187,271,61.4,99,359,152
95957,752,411,341,36.2,167,585,69
95958,0,0,0,-,0,0,0
95959,18244,9270,8974,54.9,2483,15761,5935
95960,594,285,309,35.8,160,434,80
95961,32663,16403,16260,31,9661,23002,3135
95962,1136,727,409,43.4,132,1004,474
95963,16485,8061,8424,37.5,4389,12096,2897
95965,20835,10219,10616,37.2,4927,15908,3564
95966,30108,15187,14921,44.5,6423,23685,7466
95968,1366,817,549,44,208,1158,231
95969,7564,3952,3612,58.6,1048,6516,2856
95970,466,234,232,45.5,135,331,89
95971,5931,3077,2854,47.6,983,4948,1307
95972,142,39,103,12.6,86,56,0
95973,38323,18900,19423,37.5,8474,29849,6209
95974,65,33,32,-,0,65,65
95975,1628,764,864,43.4,408,1220,364
95977,1822,894,928,40.4,332,1490,429
95978,98,57,41,42.2,23,75,33
95979,374,214,160,60.6,35,339,155
95981,52,18,34,69.5,0,52,35
95982,3084,1558,1526,41.3,729,2355,576
95983,395,219,176,61.1,10,385,122
95984,177,109,68,58.7,0,177,58
95986,104,76,28,61.4,0,104,35
95987,6504,3217,3287,32.5,1916,4588,759
95988,8748,4927,3821,34.6,2486,6262,1441
95991,43978,21807,22171,33.6,12091,31887,5585
95993,37222,18933,18289,38.8,8360,28862,7043
96001,34721,17494,17227,40.8,8049,26672,6867
96002,34634,17106,17528,37.6,8629,26005,6447
96003,43945,21065,22880,40.9,8476,35469,9075
96006,587,297,290,58.8,56,531,254
96007,24849,12380,12469,41.7,5081,19768,5205
96008,1123,575,548,47,205,918,272
96009,247,140,107,50.1,59,188,60
96010,28,0,28,-,0,28,0
96011,232,120,112,39.3,70,162,40
96013,4212,1987,2225,44.8,1177,3035,1093
96014,173,95,78,52.7,40,133,24
96015,560,174,386,73.9,6,554,448
96016,319,179,140,57.2,57,262,154
96017,143,77,66,68.2,10,133,82
96019,10466,5109,5357,38.9,2433,8033,1906
96020,2593,1384,1209,59.1,362,2231,1040
96021,15746,7352,8394,37.3,3780,11966,2617
96022,14751,7213,7538,44.3,2887,11864,3209
96023,1189,651,538,40.3,279,910,308
96024,1105,676,429,54.5,315,790,236
96025,2247,1087,1160,49,451,1796,565
96027,1907,949,958,56.2,345,1562,641
96028,1805,878,927,42.8,395,1410,459
96029,120,60,60,40.3,42,78,18
96031,66,38,28,71.9,3,63,44
96032,2606,1365,1241,42.6,587,2019,671
96033,321,176,145,55.9,60,261,100
96034,345,166,179,49.1,54,291,91
96035,4097,2360,1737,40.7,1219,2878,723
96037,131,41,90,66.6,0,131,92
96038,499,284,215,50,87,412,174
96039,726,390,336,59.5,112,614,212
96040,71,37,34,67.5,0,71,59
96041,3511,1805,1706,56.7,389,3122,988
96044,1215,568,647,46.1,309,906,251
96046,328,205,123,55.5,0,328,35
96047,843,460,383,55.9,66,777,256
96048,1283,920,363,46.9,143,1140,263
96050,400,220,180,66.9,9,391,214
96051,1067,488,579,60.4,59,1008,412
96052,2538,1158,1380,40.5,611,1927,349
96054,269,179,90,44.9,40,229,57
96055,3760,1869,1891,39.8,918,2842,724
96056,1318,640,678,48.8,267,1051,333
96057,1158,593,565,55.7,148,1010,467
96058,809,434,375,36.5,190,619,107
96059,323,192,131,74.1,52,271,184
96061,0,0,0,-,0,0,0
96062,1002,554,448,49.2,95,907,251
96063,77,56,21,48.9,0,77,19
96064,4690,2336,2354,47.6,1011,3679,1110
96065,364,172,192,57.7,29,335,98
96067,7321,3630,3691,51.2,1226,6095,2305
96068,125,92,33,32.1,23,102,8
96069,1390,743,647,47.6,330,1060,291
96071,7,7,0,-,0,7,7
96073,5648,2809,2839,42.5,1611,4037,1277
96074,183,137,46,35.3,29,154,19
96075,341,260,81,40.9,0,341,68
96076,152,77,75,59.6,0,152,59
96078,135,34,101,20.8,37,98,0
96080,31190,15563,15627,39.8,7782,23408,6344
96084,664,308,356,56.2,99,565,204
96085,38,15,23,56.5,9,29,19
96086,268,140,128,59,42,226,93
96087,824,492,332,47.6,106,718,158
96088,4703,2447,2256,58.4,488,4215,1803
96090,421,218,203,49.6,79,342,99
96091,693,349,344,67.2,41,652,392
96092,402,220,182,39.1,83,319,86
96093,3959,1713,2246,49.8,696,3263,1241
96094,6985,3489,3496,48.7,1222,5763,1744
96096,784,371,413,57.7,78,706,316
96097,10154,4971,5183,39.4,2494,7660,2257
96101,4824,2321,2503,44.9,927,3897,1289
96103,1340,717,623,67.1,214,1126,733
96104,962,433,529,47.5,240,722,195
96105,429,165,264,43.9,103,326,168
96106,465,205,260,32.4,155,310,90
96107,868,429,439,39.3,157,711,267
96108,149,86,63,49,51,98,74
96109,1297,678,619,41,216,1081,228
96110,37,27,10,69.3,0,37,28
96111,23,14,9,76.6,0,23,17
96112,172,99,73,32,29,143,48
96113,2164,1756,408,40.3,163,2001,233
96114,2927,1520,1407,51.6,401,2526,730
96115,122,67,55,61,17,105,53
96116,19,19,0,-,0,19,0
96117,288,116,172,33.5,127,161,19
96118,1581,784,797,56,233,1348,508
96119,31,0,31,-,15,16,0
96120,1209,667,542,54.8,245,964,354
96121,145,40,105,21.8,0,145,15
96122,4121,2061,2060,47.8,777,3344,896
96123,62,38,24,53.2,17,45,23
96124,320,106,214,43.9,122,198,15
96125,234,124,110,70.1,0,234,178
96126,227,29,198,22.4,41,186,54
96128,600,320,280,37.4,225,375,56
96129,640,436,204,49.8,217,423,209
96130,21460,14153,7307,35,3690,17770,2760
96132,17,5,12,31.6,0,17,7
96133,188,62,126,50.8,0,188,27
96134,2236,1078,1158,39.9,535,1701,481
96135,106,56,50,-,0,106,0
96136,40,19,21,62.3,16,24,11
96137,2949,1543,1406,57.3,455,2494,926
96140,1219,585,634,46.1,190,1029,300
96141,592,295,297,56.4,67,525,163
96142,946,580,366,38.7,119,827,176
96143,3130,1520,1610,40.2,675,2455,405
96145,3081,1459,1622,40.2,597,2484,575
96146,1147,686,461,37.6,97,1050,168
96148,630,281,349,58.9,69,561,155
96150,29457,15130,14327,40,4779,24678,5121
96155,0,0,0,-,0,0,0
96161,19146,9911,9235,42.9,4062,15084,3260
96701,41560,20599,20961,43.7,6974,34586,9339
96703,3133,1443,1690,40.2,798,2335,646
96704,8543,4471,4072,49.9,1300,7243,2287
96705,2299,1219,1080,35.4,592,1707,277
96706,82504,41657,40847,33.7,23019,59485,9106
96707,49623,24913,24710,34.9,13178,36445,5735
96708,11511,5809,5702,39.8,2501,9010,2013
96710,267,162,105,60.4,7,260,85
96712,8359,4181,4178,39.9,1707,6652,1881
96713,902,366,536,53.1,123,779,247
96714,1278,666,612,41.6,381,897,289
96716,2284,1214,1070,43.2,324,1960,406
96717,4555,2541,2014,33.8,1343,3212,570
96719,1318,564,754,44,280,1038,390
96720,50453,24548,25905,41.7,10637,39816,11273
96722,2141,924,1217,53.2,412,1729,686
96725,4610,2334,2276,45.7,1042,3568,1126
96726,32,32,0,-,0,32,32
96727,4721,2460,2261,39.9,1128,3593,849
96728,413,193,220,46.1,89,324,94
96729,1436,736,700,38.9,372,1064,274
96730,1463,714,749,36.4,371,1092,188
96731,2742,1243,1499,33,877,1865,391
96732,25902,12609,13293,43.8,5454,20448,5512
96734,51966,26534,25432,36.8,11976,39990,8801
96737,3556,1801,1755,47.4,695,2861,824
96738,7797,3818,3979,38.9,2160,5637,1483
96740,40886,20281,20605,42.6,8264,32622,8576
96741,6231,3243,2988,43,1437,4794,1387
96742,50,34,16,43.3,0,50,11
96743,13589,6580,7009,41.7,3304,10285,3048
96744,55888,27587,28301,44.2,10919,44969,12881
96746,20473,10543,9930,45.3,3995,16478,4447
96747,1498,883,615,39.5,358,1140,281
96748,4827,2502,2325,37.9,1289,3538,1047
96749,18482,9275,9207,44.5,3899,14583,3887
96750,3557,1839,1718,43.9,833,2724,952
96751,155,44,111,54.9,0,155,68
96752,3221,1614,1607,41.8,736,2485,612
96753,28909,14053,14856,43.8,4918,23991,5716
96754,4397,2182,2215,42.1,841,3556,990
96755,3386,1588,1798,49.4,607,2779,1068
96756,5804,2885,2919,45.4,1310,4494,1495
96757,739,382,357,42.7,251,488,207
96759,277,138,139,50.9,49,228,88
96760,3908,1838,2070,49.9,685,3223,909
96761,23214,11690,11524,40.8,4995,18219,4226
96762,5774,2671,3103,23.9,1373,4401,418
96763,3218,1790,1428,42.2,631,2587,667
96764,495,227,268,57.4,93,402,112
96765,733,365,368,31.7,209,524,145
96766,17604,8553,9051,39.5,3937,13667,3302
96768,18662,9368,9294,44.8,3552,15110,3796
96769,309,139,170,27.9,125,184,61
96770,465,247,218,57.6,89,376,137
96771,7238,3381,3857,40.2,1816,5422,1105
96772,2716,1447,1269,45.4,581,2135,766
96773,154,67,87,56.6,17,137,28
96774,294,158,136,61.5,18,276,140
96776,1507,696,811,38.8,332,1175,328
96777,1949,868,1081,26.7,638,1311,374
96778,14310,8100,6210,43.5,3324,10986,3062
96779,2489,1321,1168,42.3,385,2104,434
96780,459,226,233,57.2,89,370,133
96781,1629,849,780,46.7,248,1381,292
96782,38674,19423,19251,42.3,7376,31298,9182
96783,1674,873,801,38.7,419,1255,274
96785,4220,2152,2068,59.2,519,3701,1413
96786,42778,22482,20296,28,12599,30179,4562
96789,54362,27996,26366,41.8,11425,42937,10147
96790,9077,4361,4716,48.1,1989,7088,2187
96791,6419,3194,3225,44.7,990,5429,1498
96792,51367,25284,26083,33.5,16068,35299,6677
96793,33414,17070,16344,38.2,8722,24692,5374
96795,10307,5256,5051,36.2,2678,7629,1958
96796,1951,892,1059,44.1,347,1604,465
96797,72605,35403,37202,40.6,14491,58114,14495
96813,25957,12908,13049,43.7,3635,22322,5053
96814,22723,12100,10623,44.2,2795,19928,4871
96815,27010,13721,13289,46.9,2840,24170,6414
96816,50793,24904,25889,46.6,7612,43181,12784
96817,55316,27479,27837,45.5,9726,45590,13364
96818,57938,29390,28548,32.9,16219,41719,6973
96819,52328,27011,25317,39.5,11663,40665,9266
96820,0,0,0,-,0,0,0
96821,18802,9013,9789,49.8,2932,15870,5478
96822,45038,22041,22997,42.5,6536,38502,10373
96825,30444,15310,15134,49,6095,24349,8302
96826,30068,15557,14511,43.2,3740,26328,6598
96848,467,242,225,23.8,16,451,0
96850,0,0,0,-,0,0,0
96853,522,376,146,22,0,522,0
96857,4620,4027,593,22.3,0,4620,0
96858,312,286,26,23.5,0,312,0
96859,0,0,0,-,0,0,0
96860,4009,3492,517,22.6,0,4009,0
96863,2530,2412,118,21.6,0,2530,0
97001,386,212,174,46.4,6,380,45
97002,6305,3237,3068,46.3,1452,4853,1385
97003,28639,14588,14051,35.2,5723,22916,3704
97004,4352,2297,2055,49.8,763,3589,895
97005,27543,14173,13370,34.9,5637,21906,4095
97006,45090,22304,22786,34.7,10179,34911,5005
97007,48524,23678,24846,40.6,10660,37864,6767
97008,29832,15123,14709,38.8,6103,23729,4450
97009,8538,4437,4101,47,1744,6794,2020
97011,903,445,458,34.5,106,797,179
97013,24815,12345,12470,41.7,5717,19098,4981
97014,1491,755,736,49.8,217,1274,356
97015,23996,12000,11996,38.5,5160,18836,4222
97016,6551,3311,3240,46.5,1147,5404,1354
97017,3563,1894,1669,43,721,2842,473
97018,1773,931,842,47.9,402,1371,411
97019,2864,1234,1630,38.7,749,2115,488
97020,1151,622,529,37.9,204,947,177
97021,1386,826,560,40.6,342,1044,315
97022,3213,1608,1605,50.6,553,2660,762
97023,11279,5602,5677,45.8,2009,9270,2375
97024,11488,5541,5947,35.5,2179,9309,1438
97026,3487,1933,1554,33.9,1019,2468,369
97027,12442,6323,6119,43.3,2189,10253,2371
97028,190,155,35,74.4,0,190,141
97029,390,173,217,36.5,84,306,77
97030,38947,19191,19756,36.6,8343,30604,6234
97031,19376,9601,9775,39.6,4637,14739,3097
97032,4736,2427,2309,40.8,1113,3623,579
97033,132,50,82,59.8,19,113,28
97034,20930,10876,10054,49,4711,16219,5130
97035,26179,13134,13045,41.4,5971,20208,5069
97037,839,417,422,56.3,104,735,345
97038,16423,8053,8370,36,3936,12487,2482
97039,464,228,236,36.3,125,339,56
97040,1701,932,769,40.4,419,1282,291
97041,3171,1605,1566,41.3,566,2605,678
97042,3009,1526,1483,49.7,461,2548,661
97045,57575,28429,29146,39.8,12406,45169,10047
97048,7283,3702,3581,47.5,1441,5842,1771
97049,1956,1123,833,50.5,267,1689,380
97050,220,133,87,56.5,41,179,78
97051,17543,9002,8541,38.1,3846,13697,2850
97053,3662,1961,1701,55.1,477,3185,931
97054,1313,661,652,56.1,99,1214,451
97055,19621,9734,9887,37.8,4294,15327,2848
